ids,articulo,organismo_sigla,Total
"MI-DIETA, RACION, COMIDA PREPARADA","DIETA, RACION, COMIDA PREPARADA",MI,0
"MIDES-DIETA, RACION, COMIDA PREPARADA","DIETA, RACION, COMIDA PREPARADA",MIDES,0
"Presidencia-DIETA, RACION, COMIDA PREPARADA","DIETA, RACION, COMIDA PREPARADA",Presidencia,0
ANC-IMPRESION DE AFICHE,IMPRESION DE AFICHE,ANC,0
ANEP-IMPRESION DE AFICHE,IMPRESION DE AFICHE,ANEP,0.2
ASSE-IMPRESION DE AFICHE,IMPRESION DE AFICHE,ASSE,0
Div.Créd.-IMPRESION DE AFICHE,IMPRESION DE AFICHE,Div.Créd.,0
I. Canelones-IMPRESION DE AFICHE,IMPRESION DE AFICHE,I. Canelones,0
I. Montevideo-IMPRESION DE AFICHE,IMPRESION DE AFICHE,I. Montevideo,0
I. Paysandú-IMPRESION DE AFICHE,IMPRESION DE AFICHE,I. Paysandú,0
INAU-IMPRESION DE AFICHE,IMPRESION DE AFICHE,INAU,0
MDN-IMPRESION DE AFICHE,IMPRESION DE AFICHE,MDN,0
MEC-IMPRESION DE AFICHE,IMPRESION DE AFICHE,MEC,0
MEF-IMPRESION DE AFICHE,IMPRESION DE AFICHE,MEF,0
MGAP-IMPRESION DE AFICHE,IMPRESION DE AFICHE,MGAP,0
MI-IMPRESION DE AFICHE,IMPRESION DE AFICHE,MI,0
MIEM-IMPRESION DE AFICHE,IMPRESION DE AFICHE,MIEM,0
MSP-IMPRESION DE AFICHE,IMPRESION DE AFICHE,MSP,0
MT-IMPRESION DE AFICHE,IMPRESION DE AFICHE,MT,0
MTSS-IMPRESION DE AFICHE,IMPRESION DE AFICHE,MTSS,0
Presidencia-IMPRESION DE AFICHE,IMPRESION DE AFICHE,Presidencia,0
ANC-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,ANC,0.7
ANCAP-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,ANCAP,12.7
ANEP-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,ANEP,10.5
ANP-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,ANP,4.4
ASSE-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,ASSE,0.8
BHU-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,BHU,0.2
BPS-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,BPS,1.2
BROU-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,BROU,28.4
BSE-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,BSE,0
Div.Créd.-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,Div.Créd.,0
FGN-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,FGN,0.2
I. Canelones-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,I. Canelones,3.7
I. Colonia-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,I. Colonia,0
I. Maldonado-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,I. Maldonado,0.1
I. Montevideo-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,I. Montevideo,34.1
I. San José-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,I. San José,0
INAU-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,INAU,3.5
INC-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,INC,0
INUMET-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,INUMET,0.1
Instituciones sin fines de lucro públicas-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,Instituciones sin fines de lucro públicas,0
JUTEP-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,JUTEP,0
MDN-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,MDN,1.8
MEC-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,MEC,4.6
MEF-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,MEF,5.9
MGAP-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,MGAP,1.6
MI-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,MI,2.5
MIDES-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,MIDES,2.7
MIEM-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,MIEM,0.2
MRREE-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,MRREE,0
MSP-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,MSP,1.2
MT-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,MT,0
MTOP-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,MTOP,0.3
MTSS-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,MTSS,0.9
MVOTMA-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,MVOTMA,0.1
OSE-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,OSE,16.3
PJ-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,PJ,3.3
Presidencia-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,Presidencia,0.1
UTE-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,UTE,51.3
UTEC-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,UTEC,0
UdelaR-LIMPIEZA INTEGRAL DE LOCALES,LIMPIEZA INTEGRAL DE LOCALES,UdelaR,11
ANEP-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),ANEP,1
ASSE-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),ASSE,0.5
BROU-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),BROU,0
BSE-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),BSE,0.1
FGN-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),FGN,0.1
I. Artigas-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),I. Artigas,0
I. Canelones-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),I. Canelones,0.2
I. Florida-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),I. Florida,0.1
INAU-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),INAU,0
INUMET-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),INUMET,0
MDN-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MDN,0.4
MEC-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MEC,0.1
MEF-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MEF,0
MGAP-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MGAP,5.9
MI-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MI,0.1
MIEM-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MIEM,0
MRREE-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MRREE,0
MT-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MT,0.2
MTOP-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MTOP,0.6
MVOTMA-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MVOTMA,0.2
OSE-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),OSE,0.5
UTE-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),UTE,0.2
UdelaR-MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),UdelaR,0.1
ASSE-PIEZA DE MANO (ODONTOLOGIA),PIEZA DE MANO (ODONTOLOGIA),ASSE,620.5
ANC-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,ANC,0
ANCAP-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,ANCAP,83.7
ANEP-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,ANEP,0.8
ANP-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,ANP,2.6
ASSE-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,ASSE,0.9
BCU-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,BCU,15.2
BPS-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,BPS,0
BSE-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,BSE,2.8
Div.Créd.-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,Div.Créd.,0
FGN-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,FGN,0
I. Canelones-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,I. Canelones,0
I. Montevideo-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,I. Montevideo,23.1
I. Paysandú-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,I. Paysandú,0.8
INUMET-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,INUMET,0.2
Instituciones sin fines de lucro públicas-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,Instituciones sin fines de lucro públicas,0
JUTEP-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,JUTEP,0
MDN-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,MDN,1.5
MEC-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,MEC,2.1
MEF-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,MEF,5.1
MGAP-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,MGAP,1.9
MI-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,MI,0.1
MIDES-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,MIDES,4.3
MIEM-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,MIEM,0.4
MRREE-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,MRREE,0.7
MSP-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,MSP,0.7
MT-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,MT,0
MTOP-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,MTOP,5
MTSS-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,MTSS,0
MVOTMA-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,MVOTMA,0.1
OSE-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,OSE,18.9
PJ-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,PJ,3.9
Presidencia-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,Presidencia,1.5
UTE-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,UTE,34.4
UTEC-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,UTEC,0
UdelaR-SERVICIO DE VIGILANCIA,SERVICIO DE VIGILANCIA,UdelaR,0.2
ARRENDAMIENTO DE LOCAL,,ARRENDAMIENTO DE LOCAL,210.1
CAMION DOBLE CABINA,,CAMION DOBLE CABINA,1086.3999999999999
CONTENEDOR METALICO PARA RESIDUOS - NORMA UNIT 10571,,CONTENEDOR METALICO PARA RESIDUOS - NORMA UNIT 10571,37.9
CONTRATACION DE MANO DE OBRA,,CONTRATACION DE MANO DE OBRA,659.5
"DIETA, RACION, COMIDA PREPARADA",,"DIETA, RACION, COMIDA PREPARADA",6
IMPRESION DE AFICHE,,IMPRESION DE AFICHE,0.2
LIMPIEZA INTEGRAL DE LOCALES,,LIMPIEZA INTEGRAL DE LOCALES,204.4
MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),,MANTENIMIENTO PREVENTIVO PARA EQUIPOS DE TRANSPORTE (SERVICE),10.3
PIEZA DE MANO (ODONTOLOGIA),,PIEZA DE MANO (ODONTOLOGIA),620.5
SERVICIO DE VIGILANCIA,,SERVICIO DE VIGILANCIA,210.9
